mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
30	30	116	116	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	539														
30	30	233/2	233/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	540														
30	30	117	117	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	541														
30	30	235/2	235/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	542														
30	30	118	118	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	543														
30	30	237/2	237/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	544														
30	30	119	119	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	545														
30	30	239/2	239/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	546														
31	31	120	120	0.0	0	0	Dynamic	2/2	1	1	0					f													
31	31	120	120	4.0	0	0	Chord	2/2	1	1	1		1	1	547														
31	31	120	120	0.0	0	0	Spanner	2/2	2	1	0														0	0			
31	31	241/2	241/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	548										0	0			
31	31	121	121	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	549										0	0			
31	31	243/2	243/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	550										0	0			
31	31	122	122	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	551										0	0			
31	31	245/2	245/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	552										0	0			
31	31	123	123	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	553										0	0			
31	31	247/2	247/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	554										0	0			
32	32	124	124	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	555														
32	32	249/2	249/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	556														
32	32	125	125	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	557														
32	32	251/2	251/2	0.0	3/8	3/8	Spanner	2/2	1	1	0																		7
32	32	251/2	251/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	558														7
32	32	126	126	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	559														7
32	32	253/2	253/2	0.0	5/8	5/8	Spanner	2/2	1	1	0																0		7
32	32	253/2	253/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	560												0		7
32	32	127	127	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	561												0		7
32	32	255/2	255/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	562												0		7
33	33	128	128	0.0	0	0	Spanner	2/2	1	1	0																0		
33	33	128	128	0.3333333333333333	0	0	Chord	2/2	1	1	1/12		1/8	2/3	563												0		
33	33	385/3	385/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	564												0		
33	33	386/3	386/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	565												0		
33	33	129	129	0.0	1/4	1/4	Spanner	2/2	1	1	0																0	7	
33	33	129	129	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	566												0	7	
33	33	388/3	388/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	567												0	7	
33	33	389/3	389/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	568												0	7	
33	33	130	130	0.0	1/2	1/2	Spanner	2/2	1	1	0																	7	
33	33	130	130	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	569													7	
33	33	391/3	391/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	570													7	
33	33	392/3	392/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	571													7	
33	33	131	131	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	572													7	
33	33	394/3	394/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	573													7	
33	33	395/3	395/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	574													7	
34	34	132	132	0.0	0	0	Spanner	2/2	1	1	0																		
34	34	132	132	0.3333333333333333	0	0	Chord	2/2	1	1	1/12		1/8	2/3	575														
34	34	397/3	397/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	576														
34	34	398/3	398/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	577														
34	34	133	133	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	578														
34	34	400/3	400/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	579														
34	34	401/3	401/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	580														
34	34	134	134	0.0	1/2	1/2	Spanner	2/2	2	1	0																		
34	34	134	134	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	581														
34	34	403/3	403/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	582														
34	34	404/3	404/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	583														
34	34	135	135	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	584														
34	34	406/3	406/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	585														
34	34	407/3	407/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	586														
35	35	136	136	0.0	0	0	StaffText	2/2	1	1	0							"<font size=""12""/><font face=""Times New Roman""/><b>Tempo I.</b>"											
35	35	137	137	0.0	1/4	1/4	Dynamic	2/2	1	1	0					pp													
35	35	137	137	3.0	1/4	1/4	Chord	2/2	1	1	3/4		1/2	3/2	587														
35	35	137	137	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	588														
35	35	138	138	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	589														
36	36	141	141	3.0	1/4	1/4	Chord	2/2	1	1	3/4		1/2	3/2	590														
36	36	141	141	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	591														
36	36	142	142	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	592														
37	37	144	144	0.0	0	0	Dynamic	2/2	2	1	0					p													
37	37	144	144	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	593														
37	37	289/2	289/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	594														
37	37	145	145	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	595														
37	37	291/2	291/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	596														
37	37	146	146	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	597														
37	37	293/2	293/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	598														
37	37	147	147	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	599														
37	37	295/2	295/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	600														
38	38	148	148	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	601														
38	38	149	149	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	602														
38	38	299/2	299/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	603														
38	38	150	150	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	604														
38	38	301/2	301/2	0.0	5/8	5/8	Spanner	2/2	1	1	0																		8
38	38	151	151	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	605														8
38	38	148	148	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	606														8
38	38	297/2	297/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	607														8
38	38	149	149	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	608														8
38	38	299/2	299/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	609														8
38	38	150	150	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	610														8
38	38	301/2	301/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	611														8
38	38	151	151	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	612														8
38	38	303/2	303/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	613														8
38	38	148	148	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	614														
38	38	297/2	297/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	615														
38	38	149	149	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	616														
38	38	299/2	299/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	617														
38	38	150	150	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	618														
38	38	301/2	301/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	619														
38	38	151	151	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	620														
38	38	303/2	303/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	621														
39	39	152	152	0.0	0	0	Spanner	2/2	1	1	0																		
39	39	152	152	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	622														
39	39	153	153	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	623														
39	39	307/2	307/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	624														
39	39	154	154	0.0	1/2	1/2	Spanner	2/2	1	1	0																	8	
39	39	154	154	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	625													8	
39	39	155	155	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	626													8	
39	39	152	152	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	627													8	
39	39	305/2	305/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	628													8	
39	39	153	153	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	629													8	
39	39	307/2	307/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	630													8	
39	39	154	154	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	631													8	
39	39	309/2	309/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	632													8	
39	39	155	155	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	633													8	
39	39	311/2	311/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	634													8	
39	39	152	152	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	635														
39	39	305/2	305/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	636														
39	39	153	153	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	637														
39	39	307/2	307/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	638														
39	39	154	154	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	639														
39	39	309/2	309/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	640														
39	39	155	155	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	641														
39	39	311/2	311/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	642														
40	40	156	156	0.0	0	0	Spanner	2/2	1	1	0																		
40	40	156	156	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	643		articAccentAbove												
40	40	157	157	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	644														
40	40	315/2	315/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	645														
40	40	158	158	0.0	1/2	1/2	Spanner	2/2	1	1	0																		9
40	40	158	158	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	646														9
40	40	159	159	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	647														9
40	40	319/2	319/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	648														9
40	40	156	156	0.0	0	0	Chord	2/2	1	2	0	acciaccatura	1/8	1	649														9
40	40	156	156	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	650														9
40	40	313/2	313/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	651														9
40	40	157	157	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	652														9
40	40	315/2	315/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	653														9
40	40	158	158	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	654														9
40	40	317/2	317/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	655														9
40	40	159	159	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	656														9
40	40	319/2	319/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	657														9
40	40	156	156	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	658														
40	40	313/2	313/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	659														
40	40	157	157	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	660														
40	40	315/2	315/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	661														
40	40	158	158	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	662														
40	40	317/2	317/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	663														
40	40	159	159	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	664														
40	40	319/2	319/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	665														
41	41	160	160	0.0	0	0	Spanner	2/2	1	1	0																		
41	41	160	160	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	666														
41	41	161	161	0.0	1/4	1/4	StaffText	2/2	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>poco rit.</i>"											
41	41	161	161	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	667														
41	41	323/2	323/2	0.0	3/8	3/8	Spanner	2/2	1	1	0																	9	
41	41	323/2	323/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	668													9	
41	41	162	162	0.0	1/2	1/2	Spanner	2/2	1	1	0																		
41	41	162	162	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	669		articTenutoBelow												
41	41	160	160	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	670														
41	41	321/2	321/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	671														
41	41	161	161	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	672														
41	41	323/2	323/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	673														
41	41	160	160	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	674														
41	41	321/2	321/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	675														
41	41	161	161	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	676														
41	41	323/2	323/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	677														
41	41	162	162	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	678														
41	41	325/2	325/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	679														
41	41	163	163	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	680														
41	41	327/2	327/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	681														
42	42	164	164	0.0	0	0	StaffText	2/2	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>a tempo</i>"											
42	42	164	164	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	682														
42	42	165	165	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	683														
42	42	331/2	331/2	0.0	3/8	3/8	Spanner	2/2	1	1	0																		10
42	42	331/2	331/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	684														10
42	42	166	166	0.0	1/2	1/2	Chord	2/2	1	1	0	grace16	1/16	1	685														10
42	42	166	166	0.0	1/2	1/2	Chord	2/2	1	1	0	grace16	1/16	1	686														10
42	42	166	166	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	687														10
42	42	333/2	333/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	688														10
42	42	167	167	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	689														10
42	42	335/2	335/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	690														10
42	42	164	164	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	691														10
42	42	329/2	329/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	692														10
42	42	165	165	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	693														10
42	42	331/2	331/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	694														10
42	42	166	166	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	695														10
42	42	333/2	333/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	696														10
42	42	167	167	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	697														10
42	42	335/2	335/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	698														10
42	42	164	164	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	699														
42	42	329/2	329/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	700														
42	42	165	165	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	701														
42	42	331/2	331/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	702														
42	42	166	166	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	703														
42	42	333/2	333/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	704														
42	42	167	167	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	705														
42	42	335/2	335/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	706														
43	43	168	168	0.0	0	0	Spanner	2/2	1	1	0																		
43	43	168	168	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	707														
43	43	169	169	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	708														
43	43	339/2	339/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	709														
43	43	170	170	0.0	1/2	1/2	Spanner	2/2	1	1	0																	10	
43	43	170	170	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	710													10	
43	43	171	171	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	711													10	
43	43	168	168	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	712													10	
43	43	337/2	337/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	713													10	
43	43	169	169	0.0	1/4	1/4	Chord	2/2	1	2	0	acciaccatura	1/8	1	714													10	
43	43	169	169	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	715													10	
43	43	339/2	339/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	716													10	
43	43	170	170	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	717													10	
43	43	341/2	341/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	718													10	
43	43	171	171	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	719													10	
43	43	343/2	343/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	720													10	
43	43	168	168	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	721														
43	43	337/2	337/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	722														
43	43	169	169	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	723														
43	43	339/2	339/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	724														
43	43	170	170	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	725														
43	43	341/2	341/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	726														
43	43	171	171	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	727														
43	43	343/2	343/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	728														
44	44	172	172	0.0	0	0	Spanner	2/2	1	1	0																		
44	44	172	172	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	729		articAccentAbove												
44	44	173	173	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	730														
44	44	347/2	347/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	731														
44	44	174	174	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	732														
44	44	175	175	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	733														
44	44	172	172	0.0	0	0	Chord	2/2	1	2	0	acciaccatura	1/8	1	734														
44	44	172	172	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	735														
44	44	345/2	345/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	736														
44	44	173	173	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	737														
44	44	347/2	347/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	738														
44	44	174	174	0.0	1/2	1/2	Chord	2/2	1	2	0	acciaccatura	1/8	1	739														
44	44	174	174	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	740														
44	44	349/2	349/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	741														
44	44	175	175	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	742														
44	44	351/2	351/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	743														
44	44	172	172	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	744														
44	44	345/2	345/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	745														
44	44	173	173	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	746														
44	44	347/2	347/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	747														
44	44	174	174	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	748														
44	44	349/2	349/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	749														
44	44	175	175	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	750														
44	44	351/2	351/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	751														
45	45	176	176	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	752														
45	45	177	177	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	753														
45	45	355/2	355/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	754														
45	45	176	176	0.0	0	0	Chord	2/2	1	2	0	acciaccatura	1/8	1	755														
45	45	176	176	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	756														
45	45	353/2	353/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	757														
45	45	177	177	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	758														
45	45	355/2	355/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	759														
45	45	176	176	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	760														
45	45	353/2	353/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	761		articAccentBelow												
45	45	177	177	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	762														
45	45	355/2	355/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	763														
46	46	182	182	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	764		articAccentAbove												
46	46	183	183	0.0	3/4	3/4	StaffText	2/2	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>stretto</i>"											
46	46	183	183	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	765														
46	46	367/2	367/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	766														
46	46	182	182	0.0	1/2	1/2	Chord	2/2	1	2	0	acciaccatura	1/8	1	767														
46	46	182	182	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	768														
46	46	365/2	365/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	769														
46	46	183	183	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	770														
46	46	367/2	367/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	771														
46	46	182	182	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	772														
46	46	365/2	365/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	773														
46	46	183	183	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	774														
46	46	367/2	367/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	775														
47	47	184	184	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	776		articTenutoAbove												
47	47	185	185	0.0	1/4	1/4	Spanner	2/2	1	1	0																		11
47	47	185	185	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	777		articTenutoBelow												11
47	47	186	186	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	778		articAccentAbove												11
47	47	187	187	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	779														11
47	47	375/2	375/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	780														11
47	47	186	186	0.0	1/2	1/2	Chord	2/2	1	2	0	acciaccatura	1/8	1	781														11
47	47	186	186	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	782														11
47	47	373/2	373/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	783														11
47	47	187	187	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	784														11
47	47	375/2	375/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	785														11
47	47	184	184	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	786														
47	47	369/2	369/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	787														
47	47	185	185	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	788														
47	47	371/2	371/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	789														
47	47	186	186	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	790														
47	47	373/2	373/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	791														
47	47	187	187	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	792														
47	47	375/2	375/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	793														
48	48	188	188	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	794		articTenutoAbove												11
48	48	189	189	0.0	1/4	1/4	Spanner	2/2	1	1	0																		
48	48	189	189	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	795		articTenutoAbove												
48	48	188	188	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	796														
48	48	377/2	377/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	797														
48	48	189	189	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	798														
48	48	379/2	379/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	799														
49	49	192	192	0.0	0	0	StaffText	2/2	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>tranquillo</i>"											
49	49	192	192	0.0	0	0	Dynamic	2/2	1	1	0					p													
